Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords
COVID-19 underscores the important role of Clinical Ethics Committees in Africa,BMC Medical Ethics,22,1,10.1186/s12910-021-00696-2,Keymanthri MoodleySiti Mukaumbya KabandaAnita KleinsmidtAdetayo Emmanuel Obasa,2021,http://link.springer.com/article/10.1186/s12910-021-00696-2,Article,,
Defining ethical challenge(s) in healthcare research: a rapid review,BMC Medical Ethics,22,1,10.1186/s12910-021-00700-9,Guy SchofieldMariana DittbornLucy Ellen SelmanRichard Huxtable,2021,http://link.springer.com/article/10.1186/s12910-021-00700-9,Article,,
"Neonatologists’ decision-making for resuscitation and non-resuscitation of extremely preterm infants: ethical principles, challenges, and strategies—a qualitative study",BMC Medical Ethics,22,1,10.1186/s12910-021-00702-7,Alice CavoloBernadette Dierckx de CasterléGunnar NaulaersChris Gastmans,2021,http://link.springer.com/article/10.1186/s12910-021-00702-7,Article,,
The COVID-19 pandemic and organ donation and transplantation: ethical issues,BMC Medical Ethics,22,1,10.1186/s12910-021-00711-6,Ban IbrahimRosanne DawsonJennifer A. ChandlerAviva GoldbergDavid HartellLaura HornbyChristy SimpsonMatthew-John WeissLindsay C. WilsonT. Murray WilsonMarie-Chantal Fortin,2021,http://link.springer.com/article/10.1186/s12910-021-00711-6,Article,,
Governance frameworks for COVID-19 research ethics review and oversight in Latin America: an exploratory study,BMC Medical Ethics,22,1,10.1186/s12910-021-00715-2,Ana PalmeroSarah CarracedoNoelia CabreraAlahí Bianchini,2021,http://link.springer.com/article/10.1186/s12910-021-00715-2,Article,,
Ethical considerations for HIV remission clinical research involving participants diagnosed during acute HIV infection,BMC Medical Ethics,22,1,10.1186/s12910-021-00716-1,Adam GilbertsonJoseph D. TuckerKarine DubéMaartje DijkstraStuart Rennie,2021,http://link.springer.com/article/10.1186/s12910-021-00716-1,Article,,
Ethical challenges faced by French military doctors deployed in the Sahel (Operation Barkhane): a qualitative study,BMC Medical Ethics,22,1,10.1186/s12910-021-00723-2,Antoine LamblinClément DerkenneMarion TrousselardMarie-Ange Einaudi,2021,http://link.springer.com/article/10.1186/s12910-021-00723-2,Article,,
Perspectives and ethical considerations for return of genetics and genomics research results: a qualitative study of genomics researchers in Uganda,BMC Medical Ethics,22,1,10.1186/s12910-021-00724-1,Joseph OchiengBetty KwagalaJohn BarugahareErisa MwakaDeborah Ekusai-SebattaJoseph AliNelson K. Sewankambo,2021,http://link.springer.com/article/10.1186/s12910-021-00724-1,Article,,
Being torn by inevitable moral dilemma: experiences of ICU nurses,BMC Medical Ethics,22,1,10.1186/s12910-021-00727-y,Neda AsadiZahra RoyaniMahbubeh MaazallahiFatemeh Salmani,2021,http://link.springer.com/article/10.1186/s12910-021-00727-y,Article,,
Ethics experts and fetal patients: a proposal for modesty,BMC Medical Ethics,22,1,10.1186/s12910-021-00730-3,Dagmar SchmitzAngus Clarke,2021,http://link.springer.com/article/10.1186/s12910-021-00730-3,Article,,
Operationalising a real-time research ethics approach: supporting ethical mindfulness in agriculture-nutrition-health research in Malawi,BMC Medical Ethics,23,1,10.1186/s12910-021-00740-1,Limbanazo MatandikaKate MillarEric UmarEdward JoyJoseph Mfutso-Bengo,2022,http://link.springer.com/article/10.1186/s12910-021-00740-1,Article,,
Health care providers’ ethical perspectives on waiver of final consent for Medical Assistance in Dying (MAiD): a qualitative study,BMC Medical Ethics,23,1,10.1186/s12910-022-00745-4,Caroline VariathElizabeth PeterLisa CranleyDianne Godkin,2022,http://link.springer.com/article/10.1186/s12910-022-00745-4,Article,,
Embedded ethics: a proposal for integrating ethics into the development of medical AI,BMC Medical Ethics,23,1,10.1186/s12910-022-00746-3,Stuart McLennanAmelia FiskeDaniel TigardRuth MüllerSami HaddadinAlena Buyx,2022,http://link.springer.com/article/10.1186/s12910-022-00746-3,Article,,
"Chinese physicians’ perceptions of palliative care integration for advanced cancer patients: a qualitative analysis at a tertiary hospital in Changsha, China",BMC Medical Ethics,23,1,10.1186/s12910-022-00750-7,Jessica HahneXiaomin WangRui LiuYuqiong ZhongXin ChenXing LiuKaveh KhoshnoodXin Li,2022,http://link.springer.com/article/10.1186/s12910-022-00750-7,Article,,
Development and validation of an instrument to measure pediatric nurses' adherence to ethical codes,BMC Medical Ethics,23,1,10.1186/s12910-022-00753-4,Raziyeh BeykmirzaLida NikfaridReza NegarandehNaeimeh SarkhaniMahboube Moradi Cherati,2022,http://link.springer.com/article/10.1186/s12910-022-00753-4,Article,,
Pursuing impact in research: towards an ethical approach,BMC Medical Ethics,23,1,10.1186/s12910-022-00754-3,Kristine BærøeAngeliki KerasidouMichael DunnInger Lise Teig,2022,http://link.springer.com/article/10.1186/s12910-022-00754-3,Article,,
Ethics framework for citizen science and public and patient participation in research,BMC Medical Ethics,23,1,10.1186/s12910-022-00761-4,Barbara GrootTineke Abma,2022,http://link.springer.com/article/10.1186/s12910-022-00761-4,Article,,
"Qualitative inquiry into adolescents’ experience of ethical challenges during enrollment and adherence to antiretroviral therapy (ART) in Temeke Regional Referral Hospital, Tanzania",BMC Medical Ethics,23,1,10.1186/s12910-022-00762-3,Renatha Sillo JosephGladys Reuben MahitiGasto FrumenceConnie M. Ulrich,2022,http://link.springer.com/article/10.1186/s12910-022-00762-3,Article,,
What if some patients are more “important” than others? A possible framework for Covid-19 and other emergency care situations,BMC Medical Ethics,23,1,10.1186/s12910-022-00763-2,Andrea LavazzaMirko D. Garasic,2022,http://link.springer.com/article/10.1186/s12910-022-00763-2,Article,,
Ethics education to support ethical competence learning in healthcare: an integrative systematic review,BMC Medical Ethics,23,1,10.1186/s12910-022-00766-z,Henrik AnderssonAnders SvenssonCatharina FrankAndreas RantalaMats HolmbergAnders Bremer,2022,http://link.springer.com/article/10.1186/s12910-022-00766-z,Article,,
Perspectives on returning individual and aggregate genomic research results to study participants and communities in Kenya: a qualitative study,BMC Medical Ethics,23,1,10.1186/s12910-022-00767-y,Isaac KisianganiShukri F. MohamedCatherine KyobutungiPaulina TindanaAnita GhansahMichele RamsayGershim Asiki,2022,http://link.springer.com/article/10.1186/s12910-022-00767-y,Article,,
The effect of deliberative process on the self-sacrificial decisions of utilitarian healthcare students,BMC Medical Ethics,23,1,10.1186/s12910-022-00769-w,Yongmin ShinSeungmin KimDo-Hwan KimSeunghee LeeMinhae ChoJungjoon Ihm,2022,http://link.springer.com/article/10.1186/s12910-022-00769-w,Article,,
Ethical and regulatory implications of the COVID-19 pandemic for the medical devices industry and its representatives,BMC Medical Ethics,23,1,10.1186/s12910-022-00771-2,Brette BlakelyWendy RogersJane JohnsonQuinn GrundyKatrina HutchisonRobyn Clay-WilliamsBernadette RichardsGuy Maddern,2022,http://link.springer.com/article/10.1186/s12910-022-00771-2,Article,,
"Ethical decision-making climate, moral distress, and intention to leave among ICU professionals in a tertiary academic hospital center",BMC Medical Ethics,23,1,10.1186/s12910-022-00775-y,Henry SilvermanTracey WilsonSamuel TishermanRaya KheirbekTrishna MukherjeeAli TabatabaiKaren McQuillanRachel HausladenMelissa Davis-GilbertEunsung ChoKerri BouchardSamantha DoveJulie LandonMichele Zimmer,2022,http://link.springer.com/article/10.1186/s12910-022-00775-y,Article,,
Collection and use of human materials during TB clinical research; a review of practices,BMC Medical Ethics,23,1,10.1186/s12910-022-00776-x,Joseph OchiengBetty KwagalaNelson Sewankambo,2022,http://link.springer.com/article/10.1186/s12910-022-00776-x,Article,,
What ethical approaches are used by scientists when sharing health data? An interview study,BMC Medical Ethics,23,1,10.1186/s12910-022-00779-8,Jennifer Viberg JohanssonHeidi Beate BentzenDeborah Mascalzoni,2022,http://link.springer.com/article/10.1186/s12910-022-00779-8,Article,,
Ethical issues in oncology practice: a qualitative study of stakeholders’ experiences and expectations,BMC Medical Ethics,23,1,10.1186/s12910-022-00803-x,Chiara CricoVirginia SanchiniPaolo G. CasaliGabriella Pravettoni,2022,http://link.springer.com/article/10.1186/s12910-022-00803-x,Article,,
"Ethics knowledge, attitudes, and experiences of tertiary care pediatricians in Ethiopia",BMC Medical Ethics,23,1,10.1186/s12910-022-00812-w,Atnafu Mekonnen TekleabJohn D. Lantos,2022,http://link.springer.com/article/10.1186/s12910-022-00812-w,Article,,
Where the public health principles meet the individual: a framework for the ethics of compulsory outpatient treatment in psychiatry,BMC Medical Ethics,23,1,10.1186/s12910-022-00814-8,Sérgio M. MartinhoBárbara Santa-RosaMargarida Silvestre,2022,http://link.springer.com/article/10.1186/s12910-022-00814-8,Article,,
Current state of ethical challenges reported in Saudi Arabia: a systematic review & bibliometric analysis from 2010 to 2021,BMC Medical Ethics,23,1,10.1186/s12910-022-00816-6,Alexander WoodmanKhawaja Bilal WaheedMohammad RasheedShakil Ahmad,2022,http://link.springer.com/article/10.1186/s12910-022-00816-6,Article,,
Ethical challenges experienced by prehospital emergency personnel: a practice-based model of analysis,BMC Medical Ethics,23,1,10.1186/s12910-022-00821-9,Henriette BruunLouise MillingSøren MikkelsenLotte Huniche,2022,http://link.springer.com/article/10.1186/s12910-022-00821-9,Article,,
"Biobanks in the low- and middle-income countries of the Arab Middle East region: challenges, ethical issues, and governance arrangements—a qualitative study involving biobank managers",BMC Medical Ethics,23,1,10.1186/s12910-022-00822-8,Ahmed Samir AbdelhafizMamoun AhramMaha Emad IbrahimAlya ElgamriEhsan GamelRania LabibHenry Silverman,2022,http://link.springer.com/article/10.1186/s12910-022-00822-8,Article,,
Better governance starts with better words: why responsible human tissue research demands a change of language,BMC Medical Ethics,23,1,10.1186/s12910-022-00823-7,Michael A. LensinkKarin R. JongsmaSarah N. BoersAnnelien L. Bredenoord,2022,http://link.springer.com/article/10.1186/s12910-022-00823-7,Article,,
Clinical ethics consultations: a scoping review of reported outcomes,BMC Medical Ethics,23,1,10.1186/s12910-022-00832-6,Jennifer A. H. BellMarina SalisEryn TongErica NekolaichukClaudia BarnedAndria BianchiDaniel Z. BuchmanKevin RodriguesRuby R. ShankerAnn M. Heesters,2022,http://link.springer.com/article/10.1186/s12910-022-00832-6,Article,,
Managing the moral expansion of medicine,BMC Medical Ethics,23,1,10.1186/s12910-022-00836-2,Bjørn Hofmann,2022,http://link.springer.com/article/10.1186/s12910-022-00836-2,Article,,
How to deal with moral challenges around the decision-making competence in transgender adolescent care? Development of an ethics support tool,BMC Medical Ethics,23,1,10.1186/s12910-022-00837-1,Janine de Snoo-TrimpAnnelou de VriesBert MolewijkIrma Hein,2022,http://link.springer.com/article/10.1186/s12910-022-00837-1,Article,,
"Ownership of individual-level health data, data sharing, and data governance",BMC Medical Ethics,23,1,10.1186/s12910-022-00848-y,Jan PiaseckiPhaik Yeong Cheah,2022,http://link.springer.com/article/10.1186/s12910-022-00848-y,Article,,
Author Correction: Ethical challenges experienced by prehospital emergency personnel: a practice-based model of analysis,BMC Medical Ethics,23,1,10.1186/s12910-022-00862-0,Henriette BruunLouise MillingSøren MikkelsenLotte Huniche,2022,http://link.springer.com/article/10.1186/s12910-022-00862-0,Article,,
Ethical issues with geographical variations in the provision of health care services,BMC Medical Ethics,23,1,10.1186/s12910-022-00869-7,Bjørn Hofmann,2022,http://link.springer.com/article/10.1186/s12910-022-00869-7,Article,,
“Data makes the story come to life:” understanding the ethical and legal implications of Big Data research involving ethnic minority healthcare workers in the United Kingdom—a qualitative study,BMC Medical Ethics,23,1,10.1186/s12910-022-00875-9,Edward S. DoveRuby Reed-BerendtManish Pareek,2022,http://link.springer.com/article/10.1186/s12910-022-00875-9,Article,,
Sharing decisions amid uncertainties: a qualitative interview study of healthcare professionals’ ethical challenges and norms regarding decision-making in gender-affirming medical care,BMC Medical Ethics,23,1,10.1186/s12910-022-00880-y,Karl GerritseCasper MartensMarijke A. BremmerBaudewijntje P. C. KreukelsFijgje de BoerBert C. Molewijk,2022,http://link.springer.com/article/10.1186/s12910-022-00880-y,Article,,
Stakeholder views on informed consent models for future use of biological samples in Malawi and South Africa,BMC Medical Ethics,24,1,10.1186/s12910-023-00882-4,Francis MasiyeWalter JaokoStuart Rennie,2023,http://link.springer.com/article/10.1186/s12910-023-00882-4,Article,,
Key ethical issues encountered during COVID-19 research: a thematic analysis of perspectives from South African research ethics committees,BMC Medical Ethics,24,1,10.1186/s12910-023-00888-y,Theresa BurgessStuart RennieKeymanthri Moodley,2023,http://link.springer.com/article/10.1186/s12910-023-00888-y,Article,,
‘Guidance should have been there 15 years ago’ research stakeholders’ perspectives on ancillary care in the global south: a case study of Malawi,BMC Medical Ethics,24,1,10.1186/s12910-023-00889-x,Blessings M. KapumbaDeborah NyirendaNicola DesmondJanet Seeley,2023,http://link.springer.com/article/10.1186/s12910-023-00889-x,Article,,
Mapping ethical issues in the use of smart home health technologies to care for older persons: a systematic review,BMC Medical Ethics,24,1,10.1186/s12910-023-00898-w,Nadine Andrea FelberYi Jiao (Angelina) TianFélix PageauBernice Simone ElgerTenzin Wangmo,2023,http://link.springer.com/article/10.1186/s12910-023-00898-w,Article,,
Ethical concerns when recruiting children with cancer for research: Swedish healthcare professionals’ perceptions and experiences,BMC Medical Ethics,24,1,10.1186/s12910-023-00901-4,Kajsa NorbäckAnna T. HöglundTove GodskesenSara Frygner-Holm,2023,http://link.springer.com/article/10.1186/s12910-023-00901-4,Article,,
"Two years of ethics reflection groups about coercion in psychiatry. Measuring variation within employees’ normative attitudes, user involvement and the handling of disagreement",BMC Medical Ethics,24,1,10.1186/s12910-023-00909-w,Bert MolewijkReidar PedersenAlmar KokReidun FørdeOlaf Aasland,2023,http://link.springer.com/article/10.1186/s12910-023-00909-w,Article,,
Situational vulnerability within mental healthcare – a qualitative analysis of ethical challenges during the COVID-19 pandemic,BMC Medical Ethics,24,1,10.1186/s12910-023-00910-3,Mirjam FaissnerAnna WerningMichael WinkelkötterHolger FoulloisMichael LöhrJakov Gather,2023,http://link.springer.com/article/10.1186/s12910-023-00910-3,Article,,
Trustworthy artificial intelligence and ethical design: public perceptions of trustworthiness of an AI-based decision-support tool in the context of intrapartum care,BMC Medical Ethics,24,1,10.1186/s12910-023-00917-w,Rachel DlugatchAntoniya GeorgievaAngeliki Kerasidou,2023,http://link.springer.com/article/10.1186/s12910-023-00917-w,Article,,
"Beyond translations, perspectives for researchers to consider to enhance comprehension during consent processes for health research in sub-saharan Africa: a scoping review",BMC Medical Ethics,24,1,10.1186/s12910-023-00920-1,Nkosi BusisiweJanet SeeleyAnn StrodeMichael Parker,2023,http://link.springer.com/article/10.1186/s12910-023-00920-1,Article,,
Stimulating solidarity to improve knowledge on medications used during pregnancy,BMC Medical Ethics,24.01.00,01.01.23,10.1186/s12910-023-00924-x,Marieke J HollestelleRieke van der GraafMiriam CJM SturkenboomJohannes JM van Delden,2023,http://link.springer.com/article/10.1186/s12910-023-00924-x,Article,,
Biobanking and consenting to research: a qualitative thematic analysis of young people’s perspectives in the North East of England,BMC Medical Ethics,24,1,10.1186/s12910-023-00925-w,Fabian J. S. van der VeldenEmma LimLily GillsJasmin BroadeyLouise HayesEve RobertsJack CourtneyJoanne BallJethro HerbergRachel GalassiniMarieke Emonts,2023,http://link.springer.com/article/10.1186/s12910-023-00925-w,Article,,
Developing the CARE intervention to enhance ethical self-efficacy in dementia care through the use of literary texts,BMC Medical Ethics,24,1,10.1186/s12910-023-00926-9,Sigurd LauridsenFrederik Schou-JuulAnna Paldam FolkerPeter SimonsenMarie-Elisabeth PhilSofie Smedegaard Skov,2023,http://link.springer.com/article/10.1186/s12910-023-00926-9,Article,,
Artificial intelligence and medical research databases: ethical review by data access committees,BMC Medical Ethics,24,1,10.1186/s12910-023-00927-8,Francis McKayBethany J. WilliamsGraham PrestwichDaljeet BansalDarren TreanorNina Hallowell,2023,http://link.springer.com/article/10.1186/s12910-023-00927-8,Article,,
Should Artificial Intelligence be used to support clinical ethical decision-making? A systematic review of reasons,BMC Medical Ethics,24,1,10.1186/s12910-023-00929-6,Lasse BenzingerFrank UrsinWolf-Tilo BalkeTim KacprowskiSabine Salloch,2023,http://link.springer.com/article/10.1186/s12910-023-00929-6,Article,,
Technology solutionism in paediatric intensive care: clinicians’ perspectives of bioethical considerations,BMC Medical Ethics,24,1,10.1186/s12910-023-00937-6,Denise AlexanderMary QuirkeCarmel DoyleKatie HillKate MastersonMaria Brenner,2023,http://link.springer.com/article/10.1186/s12910-023-00937-6,Article,,
"Perspectives of agriculture, nutrition and health researchers regarding research governance in Malawi. Using a leadership, ethics, governance and systems framework",BMC Medical Ethics,24,1,10.1186/s12910-023-00940-x,Limbanazo MatandikaKate MillarEric UmarJoseph Mfutso-Bengo,2023,http://link.springer.com/article/10.1186/s12910-023-00940-x,Article,,
Ethical challenges around thirst in end-of-life care –experiences of palliative care physicians,BMC Medical Ethics,24,1,10.1186/s12910-023-00943-8,Maria FriedrichsenCaroline LythellNana WaldréusTiny JaarsmaHelene ÅngströmMicha MilovanovicMarit KarlssonAnna MilbergHans ThulesiusChristel HedmanAnne Söderlund SchallerPier Jaarsma,2023,http://link.springer.com/article/10.1186/s12910-023-00943-8,Article,,
Researching the future: scenarios to explore the future of human genome editing,BMC Medical Ethics,24,1,10.1186/s12910-023-00951-8,Cynthia SelinLauren LambertStephanie MorainJohn P. NelsonDorit BarlevyMahmud FarooqueHaley ManleyChristopher T. Scott,2023,http://link.springer.com/article/10.1186/s12910-023-00951-8,Article,,
"An ethical code for collecting, using and transferring sensitive health data: outcomes of a modified Policy Delphi process in Singapore",BMC Medical Ethics,24,1,10.1186/s12910-023-00952-7,Tamra LysaghtHui Yun ChanJames ScheibnerHui Jin TohBernadette Richards,2023,http://link.springer.com/article/10.1186/s12910-023-00952-7,Article,,
Analysis of factors influencing the organizational capacity of Institutional Review Boards In China: a crisp-set Qualitative Comparative Analysis based on 107 cases,BMC Medical Ethics,24,1,10.1186/s12910-023-00956-3,Lu LuShuwen ShiBojing LiuChanjuan Liu,2023,http://link.springer.com/article/10.1186/s12910-023-00956-3,Article,,
Preparing ethical review systems for emergencies: next steps,BMC Medical Ethics,24,1,10.1186/s12910-023-00957-2,Katharine WrightNic AagaardAmr Yusuf AliCaesar AtuireMichael CampbellKatherine LittlerAhmed MandilRoli MathurJoseph OkeibunorAndreas ReisMaria Alexandra RibeiroCarla SaenzMamello SekhoachaEhsan Shamsi GooshkiJerome Amir SinghRoss Upshur,2023,http://link.springer.com/article/10.1186/s12910-023-00957-2,Article,,
Ethical and coordinative challenges in setting up a national cohort study during the COVID-19 pandemic in Germany,BMC Medical Ethics,24,1,10.1186/s12910-023-00959-0,Katharina TilchSina M. HopffKatharina AppelMonika KrausBettina Lorenz-DepiereuxLisa PilgramGabi AntonSarah BergerRamsia GeislerKirsten HaasThomas IlligDagmar KreftingRoberto LorbeerLazar MitrovMaximilian MuenchhoffMatthias Nauck,2023,http://link.springer.com/article/10.1186/s12910-023-00959-0,Article,,
Women’s experiences with non-invasive prenatal testing in Switzerland: a qualitative analysis,BMC Medical Ethics,24,1,10.1186/s12910-023-00964-3,Mirriam Tyebally FangFederico GermaniGiovanni SpitaleSebastian WäscherLadina KunzNikola Biller-Andorno,2023,http://link.springer.com/article/10.1186/s12910-023-00964-3,Article,,
Analysis of ethical considerations of COVID‑19 vaccination: lessons for future,BMC Medical Ethics,24,1,10.1186/s12910-023-00969-y,Roya MalekzadehGhasem AbediArash ZiapourMurat YıldırımAfshin Amirkhanlou,2023,http://link.springer.com/article/10.1186/s12910-023-00969-y,Article,,
The concept of justifiable healthcare and how big data can help us to achieve it,BMC Medical Informatics and Decision Making,21,1,10.1186/s12911-021-01444-7,Wim van BiesenCatherine Van Der StraetenSigrid SterckxJohan SteenLisa DiependaeleJohan Decruyenaere,2021,http://link.springer.com/article/10.1186/s12911-021-01444-7,Article,,
Exploring polypharmacy with artificial intelligence: data analysis protocol,BMC Medical Informatics and Decision Making,21,1,10.1186/s12911-021-01583-x,Caroline SiroisRichard KhouryAudrey DurandPierre-Luc DezielOlga BukhtiyarovaYohann ChiuDenis TalbotAlexandre BureauPhilippe DesprésChristian GagnéFrançois LavioletteAnne-Marie SavardJacques CorbeilThierry BadardSonia JeanMarc Simard,2021,http://link.springer.com/article/10.1186/s12911-021-01583-x,Article,,
How can we discover the most valuable types of big data and artificial intelligence-based solutions? A methodology for the efficient development of the underlying analytics that improve care,BMC Medical Informatics and Decision Making,21,1,10.1186/s12911-021-01682-9,Lytske BakkerJos AartsCarin Uyl-de GrootKen Redekop,2021,http://link.springer.com/article/10.1186/s12911-021-01682-9,Article,,
A deterministic approach for protecting privacy in sensitive personal data,BMC Medical Informatics and Decision Making,22,1,10.1186/s12911-022-01754-4,Demetris AvraamElinor JonesPaul Burton,2022,http://link.springer.com/article/10.1186/s12911-022-01754-4,Article,,
An implementation framework and a feasibility evaluation of a clinical decision support system for diabetes management in secondary mental healthcare using CogStack,BMC Medical Informatics and Decision Making,22,1,10.1186/s12911-022-01842-5,Dipen PatelYamiko J MsosaTao WangOmar G MustafaSiobhan GeeJulie WilliamsAngus RobertsRichard JB DobsonFiona Gaughran,2022,http://link.springer.com/article/10.1186/s12911-022-01842-5,Article,,
Ethics and governance of trustworthy medical artificial intelligence,BMC Medical Informatics and Decision Making,23,1,10.1186/s12911-023-02103-9,Jie ZhangZong-ming Zhang,2023,http://link.springer.com/article/10.1186/s12911-023-02103-9,Article,,
"The impact of artificial intelligence on the person-centred, doctor-patient relationship: some problems and solutions",BMC Medical Informatics and Decision Making,23,1,10.1186/s12911-023-02162-y,Aurelia SauerbreiAngeliki KerasidouFederica LuciveroNina Hallowell,2023,http://link.springer.com/article/10.1186/s12911-023-02162-y,Article,,
Prostate cancer detection using e-nose and AI for high probability assessment,BMC Medical Informatics and Decision Making,23,1,10.1186/s12911-023-02312-2,J. B. TalensJ. Pelegri-SebastiaT. SogorbJ. L. Ruiz,2023,http://link.springer.com/article/10.1186/s12911-023-02312-2,Article,,
Nursing faculty’s point of view regarding noncompliance with ethics in academic environments: a qualitative study,BMC Nursing,20,1,10.1186/s12912-021-00537-y,Mohsen TaghadosiSina ValieeMohammad Aghajani,2021,http://link.springer.com/article/10.1186/s12912-021-00537-y,Article,,
End-of-life care for people with advanced dementia and pain: a qualitative study in Swedish nursing homes,BMC Nursing,20,1,10.1186/s12912-021-00566-7,Emma LundinTove E. Godskesen,2021,http://link.springer.com/article/10.1186/s12912-021-00566-7,Article,,
Reflecting on the challenges encountered by nurses at the great Kermanshah earthquake: a qualitative study,BMC Nursing,20,1,10.1186/s12912-021-00605-3,Alireza AbdiAliakbar Vaisi -RayganiBahareh NajafiHamid SaidiKhalil Moradi,2021,http://link.springer.com/article/10.1186/s12912-021-00605-3,Article,,
The influence of nursing home managers’ leadership on person-centred care and stress of conscience: A cross-sectional study,BMC Nursing,20,1,10.1186/s12912-021-00718-9,Annica BackmanKarin SjögrenHugo LövheimMarie LindkvistDavid Edvardsson,2021,http://link.springer.com/article/10.1186/s12912-021-00718-9,Article,,
Next of kin’s experiences of registered nurses’ leadership close to older adults in municipal home care in Sweden: an interview study,BMC Nursing,20,1,10.1186/s12912-021-00745-6,Maria ClaessonLise-Lotte JonassonKarin Josefsson,2021,http://link.springer.com/article/10.1186/s12912-021-00745-6,Article,,
"Improving nurses’ knowledge, attitude, and performance in relation to ethical codes through group reflection strategy",BMC Nursing,20,1,10.1186/s12912-021-00749-2,Marzieh MomennasabMarjan GhanbariMozhgan Rivaz,2021,http://link.springer.com/article/10.1186/s12912-021-00749-2,Article,,
"Prevalence, type, and reasons for missed nursing care in municipality health care in Sweden – A cross sectional study",BMC Nursing,21,1,10.1186/s12912-022-00874-6,Ingrid AnderssonAnna Josse EklundJan NilssonCarina Bååth,2022,http://link.springer.com/article/10.1186/s12912-022-00874-6,Article,,
The experience of pre-hospital emergency personnel in breaking death news: a phenomenological study,BMC Nursing,21,1,10.1186/s12912-022-00899-x,Reza SafariMohammad Mehdi KhashminAlireza Abdi,2022,http://link.springer.com/article/10.1186/s12912-022-00899-x,Article,,
"Mindfulness, empathy and moral sensitivity in nurses: a structural equation modeling analysis",BMC Nursing,21,1,10.1186/s12912-022-00912-3,Yasser Rezapour-MirsalehMahdi AghabagheriAzadeh ChoobforoushzadehAzra Mohammadpanah Ardakan,2022,http://link.springer.com/article/10.1186/s12912-022-00912-3,Article,,
The effect of interprofessional education on interprofessional professionalism behaviors of the surgical team members,BMC Nursing,21,1,10.1186/s12912-022-01015-9,Azam HosseinpourFatemeh KeshmiriSara JambarsangFatemeh JabinianSeyed Mostafa Shiryazdi,2022,http://link.springer.com/article/10.1186/s12912-022-01015-9,Article,,
Healthcare providers’ experiences in hospital resuscitation of patients with COVID-19: a qualitative study,BMC Nursing,21,1,10.1186/s12912-022-01020-y,Afshin GoodarziMasoud KhodaveisiAlireza AbdiRasoul SalimiKhodayar Oshvandi,2022,http://link.springer.com/article/10.1186/s12912-022-01020-y,Article,,
"Influence of AI ethics awareness, attitude, anxiety, and self-efficacy on nursing students’ behavioral intentions",BMC Nursing,21,1,10.1186/s12912-022-01048-0,Yeunhee KwakJung-Won AhnYon Hee Seo,2022,http://link.springer.com/article/10.1186/s12912-022-01048-0,Article,,
The psychiatric mental health nurse’s ethical considerations regarding the use of coercive measures – a qualitative interview study,BMC Nursing,22,1,10.1186/s12912-023-01186-z,Charlotta ManderiusKristofer ClintståhlKarin SjöströmKarin Örmon,2023,http://link.springer.com/article/10.1186/s12912-023-01186-z,Article,,
Correlation between moral distress and clinical competence in COVID-19 ICU nurses,BMC Nursing,22,1,10.1186/s12912-023-01277-x,Zohreh KalaniMaasoumeh Barkhordari-SharifabadNiloufar Chehelmard,2023,http://link.springer.com/article/10.1186/s12912-023-01277-x,Article,,
"The relationship between teamwork, moral sensitivity, and missed nursing care in intensive care unit nurses",BMC Nursing,22,1,10.1186/s12912-023-01400-y,Monir NobaharMalihe AmeriShahrbanoo Goli,2023,http://link.springer.com/article/10.1186/s12912-023-01400-y,Article,,
"The patient advisor, an organizational resource as a lever for an enhanced oncology patient experience (PAROLE-onco): a longitudinal multiple case study protocol",BMC Health Services Research,21,1,10.1186/s12913-020-06009-4,M. P. PomeyM. de GuiseM. DesforgesK. BouchardC. VialaronL. NormandinM. Iliescu-NeleaI. FortinI. GanacheC. RégisZ. RosbergerD. CharpentierL. BélangerM. DorvalD. P. GhadiriM. Lavoie-Tremblay,2021,http://link.springer.com/article/10.1186/s12913-020-06009-4,Article,,
"A national cross-sectional survey of the attitudes, skills and use of evidence-based practice amongst Spanish osteopaths",BMC Health Services Research,21,1,10.1186/s12913-021-06128-6,Gerard AlvarezCristian JustriboTobias SundbergOliver P. ThomsonMatthew J. Leach,2021,http://link.springer.com/article/10.1186/s12913-021-06128-6,Article,,
Involving clinicians in management: assessing views of doctors and nurses on hybrid professionalism in clinical directorates,BMC Health Services Research,21,1,10.1186/s12913-021-06352-0,Anna PrenestiniMarco SartiranaFederico Lega,2021,http://link.springer.com/article/10.1186/s12913-021-06352-0,Article,,
Like soldiers on the front – a qualitative study understanding the frontline healthcare professionals’ experience of treating and caring for patients with COVID-19,BMC Health Services Research,21,1,10.1186/s12913-021-06637-4,Ilkay DagyaranSigne Stelling RisomSelina Kikkenborg BergIda Elisabeth HøjskovMalin HeidenCamilla BernildSigne Westh ChristensenMalene Missel,2021,http://link.springer.com/article/10.1186/s12913-021-06637-4,Article,,
Psychometric testing of the Iranian version of the TeamSTEPPS teamwork perception questionnaire: a cross-cultural validation study,BMC Health Services Research,21,1,10.1186/s12913-021-06739-z,Edris KakemamMahtab RouzbahaniMohammad Reza RajabiYoung Sook Roh,2021,http://link.springer.com/article/10.1186/s12913-021-06739-z,Article,,
