Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords,Date,Date Added,Date Modified,Pages,Extra,Key
Mitigating Ethical Conflict and Moral Distress in the Care of Patients on Ecmo: Impact of an Automatic Ethics Consultation Protocol,Journal of Medical Ethics,47,12,10.1136/medethics-2020-106881,"Wirpsa, M. Jeanne; Carabini, Louanne M.; Neely, Kathy Johnson; Kroll, Camille; Wocial, Lucia D.",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,63–63,,9FCJ9PBY
Philosophical Evaluation of the Conceptualisation of Trust in the Nhs Code of Conduct for Artificial Intelligence-Driven Technology,Journal of Medical Ethics Recent Issues,48,4,10.1136/medethics-2020-106905,"Lee, Soogeun Samuel",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,272–277,,JQG33WJV
Ethics of Digital Contact Tracing Wearables,Journal of Medical Ethics,48,9,10.1136/medethics-2020-106958,"Schaefer, G. Owen; Ballantyne, Angela",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,611–615,,GBXF93JR
Ethical Issues in Computational Pathology,Journal of Medical Ethics,48,4,10.1136/medethics-2020-107024,"Sorell, Tom; Rajpoot, Nasir; Verrill, Clare",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,278–284,,GNAH4ISY
"?First Do No Harm?: Physician Discretion, Racial Disparities and Opioid Treatment Agreements",Journal of Medical Ethics,48,10,10.1136/medethics-2020-107030,"Beck, Adrienne Sabine; Svirsky, Larisa; Howard, Dana",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,753–758,,LPPFZQUD
Strategic and Principled Approach to the Ethical Challenges of Epilepsy Monitoring Unit Triage,Journal of Medical Ethics,49,2,10.1136/medethics-2020-107147,"Randhawa, Jason; Hrazdil, Chantelle T.; McDonald, Patrick J.; Illes, Judy",2023,,journalArticle,,,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,81–86,,HE3PHN5U
Randomised Controlled Trials in Medical Ai: Ethical Considerations,Journal of Medical Ethics,48,11,10.1136/medethics-2020-107166,"Grote, Thomas",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,899–906,,G5E53WB2
"Covid-19 Pandemic, the Scarcity of Medical Resources, Community-Centred Medicine and Discrimination Against Persons with Disabilities",Journal of Medical Ethics,47,6,10.1136/medethics-2020-107198,"Panocchia, Nicola; D'ambrosio, Viola; Corti, Serafino; Presti, Eluisa Lo; Bertelli, Marco; Scattoni, Maria Luisa; Ghelma, Filippo",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,362–366,,268N2VTB
Limits of Remote Working: The Ethical Challenges in Conducting Mental Health Act Assessments During Covid-19,Journal of Medical Ethics,47,9,10.1136/medethics-2021-107273,"Schölin, Lisa; Connolly, Moira; Morgan, Graham; Dunlop, Laura; Deshpande, Mayura; Chopra, Arun",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,603–607,,ICA2NBHY
Reflections of Methodological and Ethical Challenges in Conducting Research During Covid-19 Involving Resettled Refugee Youth in Canada,Journal of Medical Ethics,48,10,10.1136/medethics-2021-107291,"Salam, Zoha; Nouvet, Elysee; Schwartz, Lisa",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,769–773,,2JZ4I8V9
Ethics of Genomic Passports: Should the Genetically Resistant Be Exempted From Lockdowns and Quarantines?,Journal of Medical Ethics,48,10,10.1136/medethics-2021-107297,"Gyngell, Christopher; Savulescu, Julian",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,689–694,,5X8LT9K4
Novel Drug Candidates Targeting Alzheimer?s Disease: Ethical Challenges with Identifying the Relevant Patient Population,Journal of Medical Ethics,47,9,10.1136/medethics-2021-107304,"Gustavsson, Erik; Raaschou, Pauline; Lärfars, Gerd; Sandman, Lars; Juth, Niklas",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,608–614,,T4IYS6Y8
Euthanasia in Persons with Advanced Dementia: A Dignity-Enhancing Care Approach,Journal of Medical Ethics,48,11,10.1136/medethics-2021-107308,"Gómez-Vírseda, Carlos; Gastmans, Chris",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,907–914,,FB6HQDRC
Ethical Impact of Suboptimal Referrals on Delivery of Care in Radiology Department,Journal of Medical Ethics,48,12,10.1136/medethics-2021-107335,"Chilanga, Catherine Chilute; Lysdahl, Kristin Bakke",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1020–1025,,9TZSYBNC
Call to Action: Empowering Patients and Families to Initiate Clinical Ethics Consultations,Journal of Medical Ethics,49,4,10.1136/medethics-2021-107426,"Blackler, Liz; Scharf, Amy E.; Matsoukas, Konstantina; Colletti, Michelle; Voigt, Louis P.",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,240–243,,9P3J33WF
"Responsibility, Second Opinions and Peer-Disagreement: Ethical and Epistemological Challenges of Using Ai in Clinical Diagnostic Contexts",Journal of Medical Ethics,48,4,10.1136/medethics-2021-107440,"Kempt, Hendrik; Nagel, Saskia K.",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,222–229,,YHCALDAS
Near-Term Ethical Challenges of Digital Twins,Journal of Medical Ethics,47,6,10.1136/medethics-2021-107449,"Mittelstadt, Brent",2021,,journalArticle,,,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,405–406,,5LRWVAMZ
?Represent Me: Please! Towards an Ethics of Digital Twins in Medicine?: Commentary,Journal of Medical Ethics,47,6,10.1136/medethics-2021-107451,"Loh, Janina",2021,,journalArticle,,,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,412–412,,K8EKAW4I
Perspectives on Digital Twins and the (Im)Possibilities of Control,Journal of Medical Ethics,47,6,10.1136/medethics-2021-107460,"Tretter, Max",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,410–411,,8ZMZCA3W
Design Publicity of Black Box Algorithms: A Support to the Epistemic and Ethical Justifications of Medical Ai Systems,Journal of Medical Ethics,48,7,10.1136/medethics-2021-107482,"Ferrario, Andrea",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,492–494,,2NB9YLQE
Ethics Briefing,Journal of Medical Ethics,47,6,10.1136/medethics-2021-107507,"Norcliffe-Brown, Dominic; Brannan, Sophie; Davies, Martin; English, Veronica; Mussell, Rebecca; Sheather, Julian C.",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,441–442,,CTJWWL7A
Lessons Learned From the Last Gift Study: Ethical and Practical Challenges Faced While Conducting Hiv Cure-Related Research at the End of Life,Journal of Medical Ethics,49,5,10.1136/medethics-2021-107512,"Kanazawa, John; Rawlings, Stephen A.; Hendrickx, Steven; Gianella, Sara; Concha-Garcia, Susanna; Taylor, Jeff; Kaytes, Andy; Patel, Hursch; Ndukwe, Samuel; Little, Susan J.; Smith, Davey; Dubé, Karine",2023,,journalArticle,,,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,305–310,,S2GGDGHY
Language Matters: The ?Digital Twin? Metaphor in Health and Medicine,Journal of Medical Ethics,47,6,10.1136/medethics-2021-107517,"Lupton, Deborah",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,409–409,,5VP2DYDC
Ethics of Digital Twins: Four Challenges,Journal of Medical Ethics,48,9,10.1136/medethics-2021-107675,"Braun, Matthias",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,579–580,,ADY4PWTN
Patient Portal Access for Caregivers of Adult and Geriatric Patients: Reframing the Ethics of Digital Patient Communication,Journal of Medical Ethics,49,3,10.1136/medethics-2021-107759,"Ganta, Teja; Appel, Jacob M.; Genes, Nicholas",2023,,journalArticle,,,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,156–159,,3EQSH9IV
Commentary to ?Novel Drug Candidates Targeting Alzheimer?s Disease: Ethical Challenges with Identifying the Relevant Patient Population?,Journal of Medical Ethics,47,9,10.1136/medethics-2021-107800,"Eriksdotter, Maria",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,617–617,,58PH73A7
Ethics of Non-Therapeutic Research on Imminently Dying Patients in the Intensive Care Unit,Journal of Medical Ethics,49,5,10.1136/medethics-2021-107953,"Murphy, Nicholas; Weijer, Charles; Debicki, Derek; Laforge, Geoffrey; Norton, Loretta; Gofton, Teneille; Slessarev, Marat",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,311–318,,GZYMAFZI
Evaluating Interventions to Improve Ethical Decision Making in Clinical Practice: A Review of the Literature and Reflections on the Challenges Posed,Journal of Medical Ethics,49,2,10.1136/medethics-2021-107966,"Ignatowicz, Agnieszka; Slowther, Anne Marie; Bassford, Christopher; Griffiths, Frances; Johnson, Samantha; Rees, Karen",2023,,journalArticle,,,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,136–142,,UK486RDQ
Challenges of Economic Evaluation in Rare Diseases,Journal of Medical Ethics,48,2,10.1136/medethics-2021-108089,"Duckett, Stephen",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,93–94,,8E9G6PGB
Trust and Medical Ethics,Journal of Medical Ethics,48,3,10.1136/medethics-2022-108199,"McMillan, John",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,153–153,,9DYKUA9H
Agree to Disagree: The Symmetry of Burden of Proof in Human?Ai Collaboration,Journal of Medical Ethics,48,4,10.1136/medethics-2022-108242,"Jongsma, Karin Rolanda; Sand, Martin",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,230–231,,DXV5ZHQC
Ai Decision-Support: A Dystopian Future of Machine Paternalism?,Journal of Medical Ethics,48,4,10.1136/medethics-2022-108243,"Luxton, David D.",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,232–233,,76DQY7HQ
Are Physicians Requesting a Second Opinion Really Engaging in a Reason-Giving Dialectic? Normative Questions on the Standards for Second Opinions and Ai,Journal of Medical Ethics,48,4,10.1136/medethics-2022-108246,"Lang, Benjamin H.",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,234–235,,NEYMFYQ4
"When the Frameworks Don?T Work: Data Protection, Trust and Artificial Intelligence",Journal of Medical Ethics,48,4,10.1136/medethics-2022-108263,"Fritz, Zoë",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,213–214,,ZXHJMZ5D
"Sven Nyholm, Humans and Robots; Ethics, Agency and Anthropomorphism",Journal of Moral Philosophy,19,2,10.1163/17455243-19020007,"Farina, Lydia",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,221–224,,BVQF8PAC
"The Political Philosophy of Ai: An Introduction, Written by Mark Coeckelbergh",Journal of Moral Philosophy,20,3-4,10.1163/17455243-20030012,"Oosterum, Kyle van",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,378–381,,FQK7NVDZ
"Hickman, Buddhism, and Algorithmic Technology",Contemporary Pragmatism,20,1-2,10.1163/18758185-bja10064,"Garrison, Jim",2023,,journalArticle,,,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,118–139,,5QL8NYG9
Legibility as a Design Principle: Surfacing Values in Sensing Technologies,"Science, Technology, and Human Values",46,5,10.1177/0162243920975488,"Hoven, Jeroen van den; Bolte, John; Stone, Taylor; Robbins, Holly",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,1104–1135,Publisher: Sage Publications,CSIHX28C
Ethics in Science and Technology Policy-Making: A Proposed Normative Framework,"Bulletin of Science, Technology and Society",42,4,10.1177/02704676221137307,"Khedmatgozar, Hamid Reza; Sharifzadeh, Rahman; Namdarian, Leila",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,117–132,Publisher: SAGE Publications,6WVQPFEH
The Ethical Challenge of Decolonisation and the Future of New Testament Studies,Studies in Christian Ethics,36,1,10.1177/09539468221131276,"Horrell, David G.",2023,,journalArticle,,,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,36–57,Publisher: SAGE Publications,NXXHV68R
Response to ?the Ethical Challenge of Decolonisation and the Future of New Testament Studies?,Studies in Christian Ethics,36,1,10.1177/09539468221137666,"Malcolm, Hannah",2023,,journalArticle,,,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,58–61,Publisher: SAGE Publications,VXW222HN
Proximate and Ultimate Concerns in Christian Ethical Responses to Artificial Intelligence,Studies in Christian Ethics,36,3,10.1177/09539468231180135,"Burdett, Michael Stephen",2023,,journalArticle,,,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,620–641,,W9MRLVAF
Covid-19 Era Healthcare Ethics Education: Cultivating Educational and Moral Resilience,Nursing Ethics,28,1,10.1177/0969733020976188,"Wald, Hedy S.; Monteverde, Settimio",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,58–65,,LXQHQN4E
Caring for Victims of Child Maltreatment: Pediatric Nurses? Moral Distress and Burnout,Nursing Ethics,28,5,10.1177/0969733020981760,"Karakachian, Angela; Colbert, Alison; Hupp, Diane; Berger, Rachel",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,687–703,,WLGIGKTB
Clinical Ethics Committees in Nursing Homes: What Good Can They Do? Analysis of a Single Case Consultation,Nursing Ethics,29,1,10.1177/09697330211003269,"Magelssen, Morten; Karlsen, Heidi",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,94–103,,IFAGINQN
Coping with Moral Distress on Acute Psychiatric Wards: A Qualitative Study,Nursing Ethics,29,1,10.1177/09697330211010246,"Jansen, Trine-Lise; Hem, Marit Helene; Danbolt, Lars Johan; Hanssen, Ingrid",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,171–180,,PSQ3R6GW
Assessment of Ethical Competence Among Clinical Nurses in Health Facilities,Nursing Ethics,29,1,10.1177/09697330211010259,"Maluwa, Veronica Mary; Maluwa, Alfred Ochanza; Mwalabu, Gertrude; Msiska, Gladys",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,181–193,,W227JSJ9
Pre-Decision Regret Before Transition of Dependents with Severe Dementia to Long-Term Care,Nursing Ethics,29,2,10.1177/09697330211015339,"Hanssen, Ingrid; Mkhonto, Flora M.; Øieren, Hilde; Sengane, Malmsey L. M.; Sørensen, Anne Lene; Tran, Phuong Thai Minh",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,344–355,,LXHXP3CB
Ethical Challenges and Lack of Ethical Language in Nurse Leadership,Nursing Ethics,29,6,10.1177/09697330211022415,"Storaker, Anne; Heggestad, Anne Kari Tolo; eteren, Berit S\a",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,1372–1385,,YGLTSADK
Effect of Ethical Nurse Leaders on Subordinates During Pandemics,Nursing Ethics,29,2,10.1177/09697330211030673,"Zhou, Jinyi; Zhang, Ke-fu",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,304–316,,46SW4Y56
Ethical Challenges During the Covid-19 Pandemic: Perspectives of Nursing Students,Nursing Ethics,29,2,10.1177/09697330211030676,"Palacios-Ceña, Domingo; Velarde-García, Juan Francisco; Espejo, Marta Mas; González-Hervías, Raquel; Álvarez-Embarba, Beatriz; Rodríguez-García, Marta; Oliva-Fernández, Oscar; González-Sanz, Pilar; Moro-López-Menchero, Paloma; Fernández-de-las-Peñas, César; Cachón-Pérez, Jose Miguel",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,264–279,,7I3E7Y74
The Duty to Care and Nurses? Well-Being During a Pandemic,Nursing Ethics,29,3,10.1177/09697330211041746,"Muñoz-Rubilar, C. Amparo; Carrillos, Carolina Pezoa; Mundal, Ingunn Pernille; Cuevas, Carlos De las; Lara-Cabrera, Mariela Loreto",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,527–539,,AAH6KLSL
A Critical Incident Study of Icu Nurses During the Covid-19 Pandemic,Nursing Ethics,29,2,10.1177/09697330211043270,"Rhéaume, Ann; Breau, Myriam; Boudreau, Stéphanie",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,317–329,,R466WN7R
Experiences of Critical Care Nurses During the Early Months of the Covid-19 Pandemic,Nursing Ethics,29,3,10.1177/09697330211043273,"Moore, Dorothy James; Dawkins, Denise; Hampton, Michelle DeCoux; McNiesh, Susan",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,540–551,,6DSS9U7X
"Viewing the Image? Ultrasound Examination During Abortion Preparations, Ethical Challenges",Nursing Ethics,29,2,10.1177/09697330211051009,"Kjelsvik, Marianne; Sekse, Ragnhild J. T.; Aasen, Elin M.; Gjengedal, Eva",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,511–522,,7W2D7NRL
Human Rights and Nutritional Care in Nurse Education: Lessons Learned,Nursing Ethics,29,4,10.1177/09697330211057226,"Dogan, Elisabeth Irene Karlsen; Terragni, Laura; Raustøl, Anne",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,915–926,,JML4HWG5
Ethical Considerations in Design and Implementation of Home-Based Smart Care for Dementia,Nursing Ethics,29,4,10.1177/09697330211062980,"Hine, Christine; Nilforooshan, Ramin; Barnaghi, Payam",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1035–1046,,4KEIILMR
Nurses as the Leading Fighters During the Covid-19 Pandemic: Self-Transcendence,Nursing Ethics,29,4,10.1177/09697330211065848,"Aydın, Mesiya; Avci, \ Ilknur Aydın; Kulaka\cc, Özen",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,802–818,,RJ3LW7EM
Conscience and Conscientious Objection in Nursing: A Personalist Bioethics Approach,Nursing Ethics,28,7-8,10.1177/0969733021996037,"Lamb, Christina; Pesut, Barbara",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,1319–1328,,8C58VESM
Midwifery Students' Experiences of Support for Ethical Competence,Nursing Ethics,29,1,10.1177/0969733021999773,"Honkavuo, Leena",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,145–156,,CTVV9NXV
Duty of Care Trumps Utilitarianism in Multi-Professional Obesity Management Decisions,Nursing Ethics,29,6,10.1177/09697330221075764,"McAloon, Toni; Coates, Vivien; Fitzsimons, Donna",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,1401–1414,,L2BIJ3IT
Older Adults? Sense of Dignity in Digitally Led Healthcare,Nursing Ethics,29,6,10.1177/09697330221095140,"Raja, Moonika; Uhrenfeldt, Lisbeth; Galvin, Kathleen T.; Kymre, Ingjerd G.",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,1518–1529,,SBJTVEGB
Is There a Role for Ethics in Addressing Healthcare Incivility?,Nursing Ethics,29,6,10.1177/09697330221105630,"Blackler, Liz; Scharf, Amy E.; Chin, Martin; Voigt, Louis P.",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1466–1475,,XQV5NRGD
Nurses? Ethical Challenges When Providing Care in Nursing Homes During the Covid-19 Pandemic,Nursing Ethics,30,1,10.1177/09697330221105631,"Hillestad, A. H.; Rokstad, A. M. M.; Tretteteig, S.; Julnes, S. G.; Lichtwarck, B.; Eriksen, S.",2023,,journalArticle,,,2023,2023-11-06 14:10:23,2023-11-06 14:10:23,32–45,,NHUP2MXD
Older Patients? Autonomy When Cared for at Emergency Departments,Nursing Ethics,29,5,10.1177/09697330221105637,"Frank, Catharina; Holmberg, Mats; Jernby, Elin Ekestubbe; Hansen, Annika Sevandersson; Bremer, Anders",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,1266–1279,,KHUMG2K2
Public Health Nurses? Professional Dignity: An Interview Study in Finland,Nursing Ethics,29,6,10.1177/09697330221107143,"Stievano, Alessandro; Mynttinen, Mari; Rocco, Gennaro; Kangasniemi, Mari",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1503–1517,,ZI4PW52C
Ethical Challenges Experienced by Care Home Staff During Covid-19 Pandemic,Nursing Ethics,29,7-8,10.1177/09697330221111446,"Chan, Helen Y. L.; Zhao, Ya-Yi; Liu, Li; Chong, Yuen-Yu; Cheng, Ho-Yu; Chien, Wai-Tong",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1750–1760,,NHICEHHG
Nurses' Professional Commitment in Covid-19 Crisis: A Qualitative Study,Nursing Ethics,30,3,10.1177/09697330221114339,"Momeni, Maryam; Khatooni, Marzieh",2023,,journalArticle,,,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,449–461,,GTM96K24
A Typology of Nurses' Interaction with Relatives in Emergency Situations,Nursing Ethics,30,2,10.1177/09697330221128902,"Primc, Nadia; Schwabe, Sven; Poeck, Juliane; Günther, Andreas; Hasseler, Martina; Rubeis, Giovanni",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,232–244,,YDPPTZFK
Ethical Value and Challenges of Long-Term Care Insurance,Nursing Ethics,30,2,10.1177/09697330221128905,"Yucen, Weng; Min, Chen",2023,,journalArticle,,,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,222–231,,E22T6SU5
Clinical Nurse Adherence to Professional Ethics: A Grounded Theory,Nursing Ethics,30,2,10.1177/09697330221130594,"Yang, Qingqing; Zheng, Zhihui; Pang, Shuqin; Wu, Yilong; Liu, Jujuan; Zhang, Jiahui; Qiu, Xiahua; Huang, Yufeng; Xu, Jia; Xie, Liyue",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,197–209,,ZIBNAC86
Nurses? Experiences of Ethical and Legal Issues in Post-Resuscitation Care: A Qualitative Content Analysis,Nursing Ethics,30,2,10.1177/09697330221133521,"Zali, Mahnaz; Rahmani, Azad; Powers, Kelly; Hassankhani, Hadi; Namdar-Areshtanab, Hossein; Gilani, Neda",2023,,journalArticle,,,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,245–257,,7ZUM8BQ9
Caring for Family Members Following Suicide: Professionals? Experiences of Responsibility,Nursing Ethics,30,3,10.1177/09697330221136631,"Vatne, May Elise; aden, Dagfinn N\a; Lohne, Vibeke",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,394–407,,SCV2EVVX
Artificial Intelligent Systems and Ethical Agency,Journal of Human Values,29,1,10.1177/09716858221119546,"Cheruvalath, Reena",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,33–47,Publisher: SAGE Publications,VYCPMM9S
A Study of Emotion Management and Identity Construction in Chinese Medical Treatment Discussions,Discourse Studies,24,6,10.1177/14614456221108605,"Li, Chengtuan",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,741–757,Publisher: Sage Publications,EVMYWEVU
Confronting Medication Scarcity in the Era of Covid-19,Clinical Ethics,17,1,10.1177/1477750920977096,"Unguru, Yoram",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,83–86,,87W2GVEW
Development and Validation of the Ethical Challenges in Clinical Situations-Questionnaire (Eccs-Q) by Involving Health-Care Providers From a Tertiary Care Health Setting,Clinical Ethics,17,2,10.1177/14777509211011427,"Gupta, Snehil; Singh, Swarndeep; Sarkar, Siddharth; Batra, Atul",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,172–183,,ZVZPY54Z
Investigating the Relationship Between Moral Sensitivity and Attitude Towards Euthanasia in Nursing Students of Birjand University of Medical Sciences,Clinical Ethics,17,2,10.1177/14777509211016294,"Yazdanparast, Elnaz; Davoudi, Malihe; Ghorbani, Seyed Hasan; Akbarian, Amirhossein; Chenari, Hadi Ahmadi",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,205–210,,5SE2NVPN
?Who Ya Gonna Call ??? Ethical and Legal Dilemmas in Specialist Children Centres and District General Hospitals,Clinical Ethics,17,4,10.1177/14777509211036649,"Avula, Harika; Dittborn, Mariana; Brierley, Joe",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,415–424,,EI7ZL8TK
Intimate Partner Violence in Pakistan: Ethical Implications in an Emergency Case,Clinical Ethics,17,3,10.1177/14777509211052464,"Khan, Anum; Ahmed, Fahad; Demir, Müge; Önder \.Ilgili",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,311–314,,PSDKE9LS
"Unbefriended, Uninvited: How End-of-Life Doulas Can Address Ethical and Procedural Gaps for Unrepresented Patients and Ensure Equal Access to the ?Good Death?",Clinical Ethics,18,1,10.1177/14777509211057250,"Flaherty, Adele; Meurer, Anna",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,55–61,,6NAB7LVS
Taking Care of the Beloved Patient,Clinical Ethics,18,1,10.1177/14777509221094484,"Appel, Jacob M.",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,13–17,,7ZWFL4QK
Ethical Considerations in the Treatment of Chronic Psychosis in a Periviable Pregnancy,Clinical Ethics,18,1,10.1177/14777509221096623,"Nguyen, Michelle T.; Rafla-Yuan, Eric; Boyd, Emily; Mccullough, Laurence B.; Chervenak, Frank A.; Dossett, Emily C.",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,113–119,,9SYHDWNG
Financial Incentives and Moral Distress in Australian Audiologists and Audiometrists,Clinical Ethics,18,1,10.1177/14777509221117687,"Simpson, Andrea; Fawcett, Meg; McLeod, Lily; Lin, Jennifer; Tuncer, Selda; Sarkic, Bojana",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,20–25,,A2DD3A2I
Unconventional Harm Reduction Interventions for Minor-Attracted Persons,Clinical Ethics,18,2,10.1177/14777509221117981,"Appel, Jacob M.",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,183–191,,Q62GNQUQ
Ethical Challenges in Clinical Studies with Adaptive Design in Oncology,Clinical Ethics,18,2,10.1177/14777509221133974,"Paul, Norbert W.; Mahdiani, Hamideh",2023,,journalArticle,,,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,148–154,,46NIGGQR
Preventing Ethics Dumping: The Challenges for Kenyan Research Ethics Committees,Research Ethics,17,1,10.1177/1747016120925064,"Chatfield, Kate; Schroeder, Doris; Guantai, Anastasia; Bhatt, Kirana; Bukusi, Elizabeth; Odhiambo, Joyce Adhiambo; Cook, Julie; Kimani, Joshua",2021,,journalArticle,,,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,23–44,Publisher: Sage Publications,MXNZ7TRN
How Ethical Challenges of Covert Observations Can Be Met in Practice,Research Ethics,17,3,10.1177/17470161211008218,"Podschuweit, Nicole",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,309–327,Publisher: Sage Publications,K6KP8WTP
