,Unnamed: 0,Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords,ISBN,ISSN,Date,Date Added,Date Modified,Pages,Series,Publisher,Key,Eligibility_Abstract_Score,Eligibility_Keywords_Score,Eligibility_Title_Score,Eligibility_Score
462,462,The Worst of Both Worlds: A Comparative Analysis of Errors in Learning from Data in Psychology and Machine Learning,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3514094.3534196,"Hullman, Jessica; Kapoor, Sayash; Nanayakkara, Priyanka; Gelman, Andrew; Narayanan, Arvind",2022.0,https://doi.org/10.1145/3514094.3534196,conferencePaper,"Arguments that machine learning (ML) is facing a reproducibility and replication crisis suggest that some published claims in research cannot be taken at face value. Concerns inspire analogies to the replication crisis affecting the social and medical sciences. A deeper understanding of what reproducibility concerns in supervised ML research have in common with the replication crisis in experimental science puts the new concerns in perspective, and helps researchers avoid ""the worst of both worlds,"" where ML researchers begin borrowing methodologies from explanatory modeling without understanding their limitations and vice versa. We contribute a comparative analysis of concerns about inductive learning that arise in causal attribution as exemplified in psychology versus predictive modeling as exemplified in ML. We identify common themes in reform discussions, like overreliance on asymptotic theory and non-credible beliefs about real-world data generating processes. We argue that in both fields, claims from learning are implied to generalize outside the specific environment studied (e.g., the input dataset or subject sample, modeling implementation, etc.) but are often difficult to refute due to underspecification of key parts of the learning pipeline. We conclude by discussing risks that arise when sources of errors are misdiagnosed and the need to acknowledge the role of human inductive biases in learning and reform.",machine learning; generalizability; replication; science reform,978-1-4503-9247-1,,2022,2023-11-06 01:29:58,2023-11-06 01:29:58,335–348,AIES '22,Association for Computing Machinery,9SC2BWCZ,0.0048076923076923,0.0,0.0526315789473684,0.0080176134616009
464,464,ChatGPT Perpetuates Gender Bias in Machine Translation and Ignores Non-Gendered Pronouns: Findings across Bengali and Five Other Low-Resource Languages,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604672,"Ghosh, Sourojit; Caliskan, Aylin",2023.0,https://doi.org/10.1145/3600211.3604672,conferencePaper,"In this multicultural age, language translation is one of the most performed tasks, and it is becoming increasingly AI-moderated and automated. As a novel AI system, ChatGPT claims to be proficient in machine translation tasks and in this paper, we put that claim to the test. Specifically, we examine ChatGPT’s accuracy in translating between English and languages that exclusively use gender-neutral pronouns. We center this study around Bengali, the 7th most spoken language globally, but also generalize our findings across five other languages: Farsi, Malay, Tagalog, Thai, and Turkish. We find that ChatGPT perpetuates gender defaults and stereotypes assigned to certain occupations (e.g., man = doctor, woman = nurse) or actions (e.g., woman = cook, man = go to work), as it converts gender-neutral pronouns in languages to ‘he’ or ‘she’. We also observe ChatGPT completely failing to translate the English gender-neutral singular pronoun ‘they’ into equivalent gender-neutral pronouns in other languages, as it produces translations that are incoherent and incorrect. While it does respect and provide appropriately gender-marked versions of Bengali words when prompted with gender information in English, ChatGPT appears to confer a higher respect to men than to women in the same occupation. We conclude that ChatGPT exhibits the same gender biases which have been demonstrated for tools like Google Translate or MS Translator, as we provide recommendations for a human centered approach for future designers of AI systems that perform machine translation to better accommodate such low-resource languages.",language models; gender bias; Bengali; ChatGPT; human-centered design; machine translation,9798400702310,,2023,2023-11-06 01:29:55,2023-11-06 01:29:55,901–912,AIES '23,Association for Computing Machinery,WTPFHWZN,0.0082644628099173,0.0,0.0,0.0071919073240853
465,465,Are Model Explanations Useful in Practice? Rethinking How to Support Human-ML Interactions,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604726,"Chen, Valerie",2023.0,https://doi.org/10.1145/3600211.3604726,conferencePaper,"Model explanations have been touted as crucial information to fa- cilitate human-ML interactions in many real-world applications where end users make decisions informed by ML predictions. For example, explanations are thought to assist model developers in identifying when models rely on spurious artifacts [1] and to aid domain experts in determining whether to follow a model's predic- tion [4]. However, while numerous explainable AI (XAI) methods have been developed (e.g., LIME [12], SHAP [10]), XAI has yet to deliver on this promise. XAI methods are typically optimized for diverse but narrow technical objectives disconnected from their claimed use cases. To connect methods to concrete use cases, I argue that researchers need to rigorously evaluate how well proposed methods can help real users in their real-world applications [7].",,9798400702310,,2023,2023-11-06 01:29:54,2023-11-06 01:29:54,942–944,AIES '23,Association for Computing Machinery,DJC5B5IN,0.0078740157480314,0.0,0.0,0.0071136494204318
466,466,"Queering Futures: The Design of an Expanded Mixed Methods Research Framework Integrating Qualitative, Quantitative, and Practice-Based Modes","Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604724,"Westbrook, Jess Parris",2023.0,https://doi.org/10.1145/3600211.3604724,conferencePaper,"Queering Futures with Data-Driven Speculation: the design of an expanded mixed methods research framework integrating qualitative, quantitative, and practice-based modes – is a Queer research journey. Expanding a mixed methods research framework is strange and different. The Queering Futures Framework (QFF) disregards the constraints of traditional mixed methods research conventions. After intersecting concurrent qualitative modes (exploration of impressions of futures) and quantitative modes (measures of attitudes towards AI), it wanders and stretches into an open creative practice-based mode. It is in the culminating creative practice-based mode that signals identified in the qualitative and the quantitative datasets are compared, scanned, probed, mined, and leveraged using a new futures method I call data-driven speculation.",data-driven speculation; expanded mixed methods; mental time travel; Queering futures,9798400702310,,2023,2023-11-06 01:29:52,2023-11-06 01:29:52,941,AIES '23,Association for Computing Machinery,MQT7YQY9,0.0089285714285714,0.0,0.0,0.0070404806659505
467,467,Understanding Decision Subjects' Fairness Perceptions and Retention in Repeated Interactions with AI-Based Decision Systems,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3514094.3534201,"Gemalmaz, Meric Altug; Yin, Ming",2022.0,https://doi.org/10.1145/3514094.3534201,conferencePaper,"The wide application of AI-based decision systems in many high-stake domains has raised concerns regarding fairness of these systems. As these systems will lead to real-life consequences to people who are subject to their decisions, understanding what these decision subjects perceive as a fair or unfair system is of vital importance. In this paper, we extend prior work in this direction by taking a perspective of repeated interactions—We ask that when decision subjects interact with an AI-based decision system repeatedly and can strategically respond to the system by determining whether to stay in the system, what factors will affect the decision subjects' fairness perceptions and retention in the system and how. To answer these questions, we conducted two randomized human-subject experiments in the context of an AI-based loan lending system. Our results suggest that in repeated interactions with the AI-based decision system, overall, decision subjects' fairness perceptions and retention in the system are significantly affected by whether the system is in favor of the group that subjects themselves belong to, rather than whether the system treats different groups in an unbiased way. However, decision subjects with different qualification levels have different reactions to the AI system's biased treatment across groups or the AI system's tendency to favor/disfavor their own group. Finally, we also find that while subjects' retention in the AI-based decision system is largely driven by their own prospects of receiving the favorable decision from the system, their fairness perceptions of the system is influenced by the system's treatment to people in other groups in a complex way.",fairness; human-AI interaction; fairness perceptions; AI-based decision systems; human-subject experiments; retention,978-1-4503-9247-1,,2022,2023-11-06 01:29:53,2023-11-06 01:29:53,295–306,AIES '22,Association for Computing Machinery,RNUQX4F4,0.0077220077220077,0.0,0.0,0.0067696532239183
468,468,Minimax Group Fairness: Algorithms and Experiments,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3461702.3462523,"Diana, Emily; Gill, Wesley; Kearns, Michael; Kenthapadi, Krishnaram; Roth, Aaron",2021.0,https://doi.org/10.1145/3461702.3462523,conferencePaper,"We consider a recently introduced framework in which fairness is measured by worst-case outcomes across groups, rather than by the more standard differences between group outcomes. In this framework we provide provably convergent oracle-efficient learning algorithms (or equivalently, reductions to non-fair learning) for minimax group fairness. Here the goal is that of minimizing the maximum loss across all groups, rather than equalizing group losses. Our algorithms apply to both regression and classification settings and support both overall error and false positive or false negative rates as the fairness measure of interest. They also support relaxations of the fairness constraints, thus permitting study of the tradeoff between overall accuracy and minimax fairness. We compare the experimental behavior and performance of our algorithms across a variety of fairness-sensitive data sets and show empirical cases in which minimax fairness is strictly and strongly preferable to equal outcome notions.",fair machine learning; game theory; minimax fairness,978-1-4503-8473-5,,2021,2023-11-06 01:29:52,2023-11-06 01:29:52,66–76,AIES '21,Association for Computing Machinery,PT868JI2,0.0068965517241379,0.0,0.0,0.0062639543537583
469,469,Investigating the Relative Strengths of Humans and Machine Learning in Decision-Making,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604738,"Rastogi, Charvi",2023.0,https://doi.org/10.1145/3600211.3604738,conferencePaper,"﻿In recent years, we have witnessed a rapid growth in the deployment of Machine Learning (ML) models in complex real-world settings. ML models are being used to support decision-making across a wide range of domains, including healthcare [2, 19, 22, 34], credit lending [5, 14], criminal justice [1, 13], and employment [11, 20]. For example, in the criminal justice system, algorithmic recidivism risk scores inform pre-trial bail decisions for defendants [1]. In credit lending, lenders routinely use credit-scoring models to as- sess the risk of default by applicants [14]. The excitement around modern ML systems facilitating high-stakes decisions is fueled by the promise of these technologies to tap into large datasets, mine relevant statistical patterns within them, and utilize those patterns to make more accurate predictions at a lower cost and without suffering from the same cognitive biases and limitation as human decision-makers. Growing evidence, however, suggests that ML models are vulnerable to various biases [1], instability [8], and opaqueness [4]. These observations have led to calls to preserve human involvement in high-stakes decision-making systems-with the hope of combining and amplifying the respective strengths of human cognition and ML models through carefully designed hybrid decision-making systems. Such systems consist of ML models and human experts jointly making decisions, and they are common in practice-including in the domains mentioned above. Researchers have proposed and tested various hybrid human-ML designs which vary, for instance, in the way decision-making power is distributed between humans and machines [6, 10, 16, 30, 31]. How- ever, empirical findings regarding the success and effectiveness of these proposals are mixed [15, and references therein]. Simul- taneously, a growing body of theoretical work has attempted to conceptualize and formalize these hybrid designs [3, 9] and study optimal ways of aggregating human and ML judgments within",algorithm auditing; decision-making; Human-in-the-loop; human-ML collaboration; human-ML complementarity,9798400702310,,2023,2023-11-06 01:29:53,2023-11-06 01:29:53,987–989,AIES '23,Association for Computing Machinery,AIA8NR8R,0.0067567567567567,0.0,0.0,0.0061713560345571
471,471,An Ontology for Fairness Metrics,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3514094.3534137,"Franklin, Jade S.; Bhanot, Karan; Ghalwash, Mohamed; Bennett, Kristin P.; McCusker, Jamie; McGuinness, Deborah L.",2022.0,https://doi.org/10.1145/3514094.3534137,conferencePaper,"Recent research has revealed that many machine-learning models and the datasets they are trained on suffer from various forms of bias, and a large number of different fairness metrics have been created to measure this bias. However, determining which metrics to use, as well as interpreting their results, is difficult for a non-expert due to a lack of clear guidance and issues of ambiguity or alternate naming schemes between different research papers. To address this knowledge gap, we present the Fairness Metrics Ontology (FMO), a comprehensive and extensible knowledge resource that defines each fairness metric, describes their use cases, and details the relationships between them. We include additional concepts related to fairness and machine learning models, enabling the representation of specific fairness information within a resource description framework (RDF) knowledge graph. We evaluate the ontology by examining the process of how reasoning-based queries to the ontology were used to guide the fairness metric-based evaluation of a synthetic data model.",bias; fairness metric; machine learning evaluation; rdf knowledge graph,978-1-4503-9247-1,,2022,2023-11-06 01:29:52,2023-11-06 01:29:52,265–275,AIES '22,Association for Computing Machinery,9MKDUUMH,0.0062893081761006,0.0,0.0,0.0057384589055748
472,472,Emotion Recognition Technology: Re-Shaping Human Relationships,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3514094.3539534,"Prégent, Alexandra",2022.0,https://doi.org/10.1145/3514094.3539534,conferencePaper,"Over the recent years, emotions have taken more and more place in relatively different spheres of society, including politics, sciences, and philosophy. Contradictory to what was preached in the 20th century, we now accept emotions as important part of ourselves that contributes to our reasoning and decision-making process. Furthermore, we recognized them as necessary components in the construction of relationships. This shift in the paradigm towards emotions has increased their value in the public eye. In a paradoxical way, we now tend to communicate more than ever this subjective experience and thus, as we communicate it, we insist on its personal and private status. Our emotions are ours and ours alone. But is it true? By being both recognized as a part of the inner life that is never completely reachable and as a necessary component of relationships, emotions appear to be at the edge of every concept of privacy.This research project will work on this specific blind spot in the literature through the analysis of emotion recognition software (ERS) as a threat to both the privacy of the inner life and the privacy of relationships. The main claims are that emotions must be both recognized as (1) being more than a part of the inner self, e.g., for instance, as actively contributing to communication and the construction of relationships, and (2) considered off-limits from scrutinization and monitoring by governments and corporate in contexts in which the use of ERS disrupt and restrict the possibility to freely experience them as inner affective states and/or to freely use them as a communication tool. The hypothesis is as follows. The first premise assume that the phenomenon of emotion is commonly accepted as being a fundamental component of human experience. From that first assumption is derive the second one; that it is, therefore, a necessary element to live a meaningful life.From that standpoint, I draw upon Helen Nissenbaum's framework of contextual integrity [1] and hypothesize that the context in which the individual shares his or her emotions daily should be recognized as a non-violable whole (set of natural, social, cultural conditions) whose integrity allows for the exercise of this fundamental component of human experience, which is a necessity for living a meaningful life. While emotions are seen as ""in the public space"" because we constantly use them to communicate, I want to argue that emotions ""in the public space"" should be considered a priori off-limit from monitoring and scrutinization by State and corporate until proven otherwise by the contextual integrity framework.The general stance is that a constant monitoring and scrutinization by ERS will have a disruptive effect on the way we experience and express emotions, which will have a direct impact on our way of building and maintaining relationships, putting at higher risk the possibility of achieving a meaningful life. Therefore, I want to draw what could be seen as a draconian line between what citizens on one side and what States and corporate on the other should be allowed to do and not do. Emotions should not be considered something that individuals should refrain from experiencing, communicating, and accessing, however, they should be considered highly sensitive and intimate information and, thus, States and corporate should refrain from monitoring and scrutinizing them. Furthermore, I argue that a massive deployment of ERS by government and private companies will transform the cultural and societal practices as well as affecting our fundamental rights and values.",privacy; emotion recognition software; emotions; public and private space; relationships,978-1-4503-9247-1,,2022,2023-11-06 01:29:52,2023-11-06 01:29:52,909,AIES '22,Association for Computing Machinery,MQSYAFQW,0.0035149384885764,0.1,0.0,0.0057192441711539
473,473,Individual and Group-Level Considerations of Actionable Recourse,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604758,"Yetukuri, Jayanth",2023.0,https://doi.org/10.1145/3600211.3604758,conferencePaper,"The advent of machine learning in several critical fields, such as banking, healthcare, and criminal justice, has inspired research into improving robustness, trustworthiness, and transparency in the models. Actionable Recourse is one such tool that enables the negatively impacted users to receive a favorable outcome by providing recommendations of cost-efficient changes to their features. Current recourse methodologies optimize for proximity, sparsity, validity, and distance-based costs. Actionability takes both individual and group-level signals. A critical component of actionability is the consideration of User Preference to guide the recourse generation process. These preferences can take several forms, and we introduce three such preferences to capture the individual difficulty of user actions. Additionally, feasibility and plausibility should be considered as a fixed set of pre-specified constraints. We argue that plausibility draws strong signals from group-level population information, which must be considered to achieve low-cost recourses across protected groups. Recoursability is an active research area, and plausibility becomes an essential direction for further research.",actionable recourse; plausbility; user preference,9798400702310,,2023,2023-11-06 01:29:51,2023-11-06 01:29:51,1008–1009,AIES '23,Association for Computing Machinery,P7QE6528,0.00625,0.0,0.0,0.0057125190258751
477,477,FairCanary: Rapid Continuous Explainable Fairness,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3514094.3534157,"Ghosh, Avijit; Shanbhag, Aalok; Wilson, Christo",2022.0,https://doi.org/10.1145/3514094.3534157,conferencePaper,"Systems that offer continuous model monitoring have emerged in response to (1) well-documented failures of deployed Machine Learning (ML) and Artificial Intelligence (AI) models and (2) new regulatory requirements impacting these models. Existing monitoring systems continuously track the performance of deployed ML models and compute feature importance (a.k.a. explanations) for each prediction to help developers identify the root causes of emergent model performance problems.We present Quantile Demographic Drift (QDD), a novel model bias quantification metric that uses quantile binning to measure differences in the overall prediction distributions over subgroups. QDD is ideal for continuous monitoring scenarios, does not suffer from the statistical limitations of conventional threshold-based bias metrics, and does not require outcome labels (which may not be available at runtime). We incorporate QDD into a continuous model monitoring system, called FairCanary, that reuses existing explanations computed for each individual prediction to quickly compute explanations for the QDD bias metrics. This optimization makes FairCanary an order of magnitude faster than previous work that has tried to generate feature-level bias explanations.",fairness; continuous measurement; drift; model explanation,978-1-4503-9247-1,,2022,2023-11-06 01:29:55,2023-11-06 01:29:55,307–316,AIES '22,Association for Computing Machinery,YHL8YTBV,0.0058823529411764,0.0,0.0,0.0054178424137182
478,478,"Algorithms That ""Don't See Color"": Measuring Biases in Lookalike and Special Ad Audiences","Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3514094.3534135,"Sapiezynski, Piotr; Ghosh, Avijit; Kaplan, Levi; Rieke, Aaron; Mislove, Alan",2022.0,https://doi.org/10.1145/3514094.3534135,conferencePaper,"Researchers and journalists have repeatedly shown that algorithms commonly used in domains such as credit, employment, healthcare, or criminal justice can have discriminatory effects. Some organizations have tried to mitigate these effects by simply removing sensitive features from an algorithm's inputs. In this paper, we explore the limits of this approach using a unique opportunity. In 2019, Facebook agreed to settle a lawsuit by removing certain sensitive features from inputs of an algorithm that identifies users similar to those provided by an advertiser for ad targeting, making both the modified and unmodified versions of the algorithm available to advertisers. We develop methodologies to measure biases along the lines of gender, age, and race in the audiences created by this modified algorithm, relative to the unmodified one. Our results provide experimental proof that merely removing demographic features from a real-world algorithmic system's inputs can fail to prevent biased outputs. As a result, organizations using algorithms to help mediate access to important life opportunities should consider other approaches to mitigating discriminatory effects.",fairness; online advertising; process fairness,978-1-4503-9247-1,,2022,2023-11-06 01:29:52,2023-11-06 01:29:52,609–616,AIES '22,Association for Computing Machinery,S2MRCLIT,0.0058823529411764,0.0,0.0,0.0052766186566159
480,480,Learning to Generate Fair Clusters from Demonstrations,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3461702.3462558,"Galhotra, Sainyam; Saisubramanian, Sandhya; Zilberstein, Shlomo",2021.0,https://doi.org/10.1145/3461702.3462558,conferencePaper,"Fair clustering is the process of grouping similar entities together, while satisfying a mathematically well-defined fairness metric as a constraint. Due to the practical challenges in precise model specification, the prescribed fairness constraints are often incomplete and act as proxies to the intended fairness requirement. Clustering with proxies may lead to biased outcomes when the system is deployed. We examine how to identify the intended fairness constraint for a problem based on limited demonstrations from an expert. Each demonstration is a clustering over a subset of the data. We present an algorithm to identify the fairness metric from demonstrations and generate clusters using existing off-the-shelf clustering techniques, and analyze its theoretical properties. To extend our approach to novel fairness metrics for which clustering algorithms do not currently exist, we present a greedy method for clustering. Additionally, we investigate how to generate interpretable solutions using our approach. Empirical evaluation on three real-world datasets demonstrates the effectiveness of our approach in quickly identifying the underlying fairness and interpretability constraints, which are then used to generate fair and interpretable clusters.",clustering; fairness; interpretability; maximum-likelihood estimation,978-1-4503-8473-5,,2021,2023-11-06 01:29:51,2023-11-06 01:29:51,491–501,AIES '21,Association for Computing Machinery,W7VXE7EG,0.0056497175141242,0.0,0.0,0.0051479736482489
481,481,When Fair Classification Meets Noisy Protected Attributes,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604707,"Ghosh, Avijit; Kvitca, Pablo; Wilson, Christo",2023.0,https://doi.org/10.1145/3600211.3604707,conferencePaper,"The operationalization of algorithmic fairness comes with several practical challenges, not the least of which is the availability or reliability of protected attributes in datasets. In real-world contexts, practical and legal impediments may prevent the collection and use of demographic data, making it difficult to ensure algorithmic fairness. While initial fairness algorithms did not consider these limitations, recent proposals aim to achieve algorithmic fairness in classification by incorporating noisiness in protected attributes or not using protected attributes at all. To the best of our knowledge, this is the first head-to-head study of fair classification algorithms to compare attribute-reliant, noise-tolerant and attribute-unaware algorithms along the dual axes of predictivity and fairness. We evaluated these algorithms via case studies on four real-world datasets and synthetic perturbations. Our study reveals that attribute-unaware and noise-tolerant fair classifiers can potentially achieve similar level of performance as attribute-reliant algorithms, even when protected attributes are noisy. However, implementing them in practice requires careful nuance. Our study provides insights into the practical implications of using fair classification algorithms in scenarios where protected attributes are noisy or partially available.",classification; fairness; evaluation; protected attributes,9798400702310,,2023,2023-11-06 01:29:56,2023-11-06 01:29:56,679–690,AIES '23,Association for Computing Machinery,JB33CGX2,0.0055555555555555,0.0,0.0,0.0051212327215046
482,482,RelEx: A Model-Agnostic Relational Model Explainer,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3461702.3462562,"Zhang, Yue; Defazio, David; Ramesh, Arti",2021.0,https://doi.org/10.1145/3461702.3462562,conferencePaper,"In recent years, considerable progress has been made on improving the interpretability of machine learning models. This is essential, as complex deep learning models with millions of parameters produce state of the art performance, but it can be nearly impossible to explain their predictions. While various explainability techniques have achieved impressive results, nearly all of them assume each data instance to be independent and identically distributed (iid). This excludes relational models, such as Statistical Relational Learning (SRL), and the recently popular Graph Neural Networks (GNNs), resulting in few options to explain them. While there does exist work on explaining GNNs, GNN-Explainer, they assume access to the gradients of the model to learn explanations, which is restrictive in terms of its applicability across non-differentiable relational models and practicality. In this work, we develop RelEx, amodel-agnostic relational explainer to explain black-box relational models with only access to the outputs of the black-box. RelEx is able to explain any relational model, including SRL models and GNNs. We compare RelEx to the state-of-the-art relational explainer, GNN-Explainer, and relational extensions of iid explanation models and show that RelEx achieves comparable or better performance, while remaining model-agnostic.",model-agnostic; relational explainer,978-1-4503-8473-5,,2021,2023-11-06 01:29:52,2023-11-06 01:29:52,1042–1049,AIES '21,Association for Computing Machinery,LVNFRLHT,0.0052356020942408,0.0,0.0,0.0049222675221429
483,483,Reckoning with the Disagreement Problem: Explanation Consensus as a Training Objective,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604687,"Schwarzschild, Avi; Cembalest, Max; Rao, Karthik; Hines, Keegan; Dickerson, John",2023.0,https://doi.org/10.1145/3600211.3604687,conferencePaper,"As neural networks increasingly make critical decisions in high-stakes settings, monitoring and explaining their behavior in an understandable and trustworthy manner is a necessity. One commonly used type of explainer is post hoc feature attribution, a family of methods for giving each feature in an input a score corresponding to its influence on a model’s output. A major limitation of this family of explainers in practice is that they can disagree on which features are more important than others. Our contribution in this paper is a method of training models with this disagreement problem in mind. We do this by introducing a Post hoc Explainer Agreement Regularization (PEAR) loss term alongside the standard term corresponding to accuracy, an additional term that measures the difference in feature attribution between a pair of explainers. We observe on three datasets that we can train a model with this loss term to improve explanation consensus on unseen data, and see improved consensus between explainers other than those used in the loss term. We examine the trade-off between improved consensus and model performance. And finally, we study the influence our method has on feature attribution explanations.",,9798400702310,,2023,2023-11-06 01:29:50,2023-11-06 01:29:50,662–678,AIES '23,Association for Computing Machinery,3VVCW8GG,0.0052356020942408,0.0,0.0,0.0048913652592983
484,484,The Deepfake Detection Dilemma: A Multistakeholder Exploration of Adversarial Dynamics in Synthetic Media,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3461702.3462584,"Leibowicz, Claire R.; McGregor, Sean; Ovadya, Aviv",2021.0,https://doi.org/10.1145/3461702.3462584,conferencePaper,"Synthetic media detection technologies label media as either synthetic or non-synthetic and are increasingly used by journalists, web platforms, and the general public to identify misinformation and other forms of problematic content. As both well-resourced organizations and the non-technical general public generate more sophisticated synthetic media, the capacity for purveyors of problematic content to adapt induces a detection dilemma : as detection practices become more accessible, they become more easily circumvented. This paper describes how a multistakeholder cohort from academia, technology platforms, media entities, and civil society organizations active in synthetic media detection and its socio-technical implications evaluates the detection dilemma. Specifically, we offer an assessment of detection contexts and adversary capacities sourced from the broader, global AI and media integrity community concerned with mitigating the spread of harmful synthetic media. A collection of personas illustrates the intersection between unsophisticated and highly-resourced sponsors of misinformation in the context of their technical capacities. This work concludes that there is no ""best” approach to navigating the detector dilemma, but derives a set of implications from multistakeholder input to better inform detection process decisions and policies, in practice.",security; misinformation; synthetic media,978-1-4503-8473-5,,2021,2023-11-06 01:29:59,2023-11-06 01:29:59,736–744,AIES '21,Association for Computing Machinery,KIJLS9GN,0.0054054054054054,0.0,0.0,0.0048879042977403
485,485,Measuring Group Advantage: A Comparative Study of Fair Ranking Metrics,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3461702.3462588,"Kuhlman, Caitlin; Gerych, Walter; Rundensteiner, Elke",2021.0,https://doi.org/10.1145/3461702.3462588,conferencePaper,"Ranking evaluation metrics play an important role in information retrieval, providing optimization objectives during development and means of assessment of deployed performance. Recently, fairness of rankings has been recognized as crucial, especially as automated systems are increasingly used for high impact decisions. While numerous fairness metrics have been proposed, a comparative analysis to understand their interrelationships is lacking. Even for fundamental statistical parity metrics which measure group advantage, it remains unclear whether metrics measure the same phenomena, or when one metric may produce different results than another. To address these open questions, we formulate a conceptual framework for analytical comparison of metrics. We prove that under reasonable assumptions, popular metrics in the literature exhibit the same behavior and that optimizing for one optimizes for all. However, our analysis also shows that the metrics vary in the degree of unfairness measured, in particular when one group has a strong majority. Based on this analysis, we design a practical statistical test to identify whether observed data is likely to exhibit predictable group bias. We provide a set of recommendations for practitioners to guide the choice of an appropriate fairness metric.",fair ranking; fairness metrics; statistical parity; group advantage,978-1-4503-8473-5,,2021,2023-11-06 01:29:59,2023-11-06 01:29:59,674–682,AIES '21,Association for Computing Machinery,ZTVKDRF4,0.0053191489361702,0.0,0.0,0.0048141431120154
486,486,Fairness Implications of Encoding Protected Categorical Attributes,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3600211.3604657,"Mougan, Carlos; Alvarez, Jose Manuel; Ruggieri, Salvatore; Staab, Steffen",2023.0,https://doi.org/10.1145/3600211.3604657,conferencePaper,"Past research has demonstrated that the explicit use of protected attributes in machine learning can improve both performance and fairness. Many machine learning algorithms, however, cannot directly process categorical attributes, such as country of birth or ethnicity. Because protected attributes frequently are categorical, they must be encoded as features that can be input to a chosen machine learning algorithm, e.g. support vector machines, gradient boosting decision trees or linear models. Thereby, encoding methods influence how and what the machine learning algorithm will learn, affecting model performance and fairness. This work compares the accuracy and fairness implications of the two most well-known encoding methods: one-hot encoding and target encoding. We distinguish between two types of induced bias that may arise from these encoding methods and may lead to unfair models. The first type, irreducible bias, is due to direct group category discrimination and the second type, reducible bias, is due to the large variance in statistically underrepresented groups. We investigate the interaction between categorical encodings and target encoding regularization methods that reduce unfairness. Furthermore, we consider the problem of intersectional unfairness that may arise when machine learning best practices improve performance measures by encoding several categorical attributes into a high-cardinality feature.",Algorithmic Accountability; Bias; Categorical Features; Fairness,9798400702310,,2023,2023-11-06 01:29:50,2023-11-06 01:29:50,454–465,AIES '23,Association for Computing Machinery,HE4G4DQ6,0.005,0.0,0.0,0.0045849297573435
487,487,No Rage Against the Machines: Threat of Automation Does Not Change Policy Preferences,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,10.1145/3514094.3534179,"Zhang, Baobao",2022.0,https://doi.org/10.1145/3514094.3534179,conferencePaper,"Labor-saving technology has already decreased employment opportunities for middle-skill workers. Experts anticipate that advances in AI and robotics will cause even more significant disruptions in the labor market over the next two decades. This paper presents three experimental studies that investigate how this profound economic change could affect mass politics. Recent observational studies suggest that workers' exposure to automation risk predicts their support not only for redistribution but also for right-wing populist policies and candidates. Other observational studies, including my own, find that workers underestimate the impact of automation on their job security. Misdirected blame towards immigrants and workers in foreign countries, rather than concerns about workplace automation, could be driving support for right-wing populism. To correct American workers' beliefs about the threats to their jobs, I conducted three survey experiments in which I informed workers about the existent and future impact of workplace automation. While these informational treatments convinced workers that automation threatens American jobs, they failed to change respondents' preferences on welfare, immigration, and trade policies. My research finds that raising awareness about workplace automation did not decrease opposition to globalization or increase support for policies that will prepare workers for future technological disruptions.",automation; artificial intelligence and the future of work; political economy; public opinion,978-1-4503-9247-1,,2022,2023-11-06 01:29:55,2023-11-06 01:29:55,856–866,AIES '22,Association for Computing Machinery,TUB8HGXM,0.0051020408163265,0.0,0.0,0.0045428269830099
